route_id,direction_id,stop_1,stop_2,distance_m
15194,0,Dixwell Ave @ opp Scott St,Dixwell Ave @ opp Newton St,107.38
15194,0,Dixwell Ave @ Oregon Ave,Dixwell Ave @ Church St,107.64
15194,0,Dixwell Ave @ opp Robert St,Dixwell Ave @ Benham St,33.98
15194,0,Dixwell Ave @ 2165 Dixwell,Dixwell Ave @ Rite Aid Pharmacy,44.93
15194,0,Sherman Ave @ opp Sherman Ln,Sherman Ave @ Sherman Ln,37.1
15194,0,Sherman Ave @ Raccio Park Dr,Sherman Ave @ opp Raccio Park Rd,45.63
15194,0,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Rossotto Dr,42.31
15194,0,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Raccio Park Rd,108.11
15194,0,Sherman Ave @ opp 1075 Sherman Ave,Sherman Ave @ 1075 Sherman Ave,26.17
15194,0,Sherman Ave @ Oakwood Sports,Sherman Ave @ YMCA Ctr,40.12
15194,0,Sherman Ave @ opp Overlook Dr,Sherman Ave @ opp Crestway,76.63
15194,0,Sherman Ave @ opp Crestway,Sherman Ave @ Crestway,52.42
15194,0,Sherman Ave @ MGM,Sherman Ave @ opp MGM,21.01
15194,0,Sherman Ave @ CT Healing Center,Sherman Ave @ Self Storage,92.65
15194,0,Sherman Ave @ CT Healing Center,Sherman Ave @ 825 Sherman Ave,23.35
15194,0,Sherman Ave @ 825 Sherman Ave,Sherman Ave @ CT Healing Center,20.5
15194,0,Sherman Ave @ Self Storage,Sherman Ave @ 825 Sherman Ave,103.12
15194,0,Sherman Ave @ YMCA Ctr,Sherman Ave @ 1075 Sherman Ave,117.54
15194,0,Circular Ave @ Dixwell Ave,Circular Ave @ Opp Gorham Ave,118.69
15194,0,Circular Ave @ Scott St,Circular Ave @ Newton St,90.68
15194,0,Circular Ave @ Newton St,Circular Ave @ Collins St,107.54
15194,0,Circular Ave @ Collins St,Circular Ave @ Lexington St,89.93
15194,0,Circular Ave @ Lexington St,Circular Ave @ Beacon St,83.63
15194,0,Circular Ave @ Church St,Circular Ave @ Taft St,114.6
15194,0,Circular Ave @ Opp Gilbert Ave,Circular Ave @ Battis Rd,88.89
15194,0,Circular Ave @ Cherry Hill Rd,Cherry Hill Rd @ Highwood Ave,119.01
15194,0,Cherry Hill Rd @ Highwood Ave,Cherry Hill Rd @ Federal St,77.53
15194,0,Cherry Hill Rd @ Federal St,Cherry Hill Rd @ Springdale St,74.35
15194,0,Cherry Hill Rd @ Springdale St,Cherry Hill Rd @ Penn St,69.05
15194,0,Cherry Hill Rd @ Penn St,Cherry Hill Rd @ Harrison Dr,75.25
15194,0,Cherry Hill Rd @ Harrison Dr,Cherry Hill Rd @ Benham St,95.69
15194,0,Mix Ave @ Seramonte Condo 1,Mix Ave @ Promenade Dr 1,105.28
15194,0,Mix Ave @ opp Kay Vue Dr,Hamden Plaza @ Mix Ave,108.17
15194,0,Dixwell Ave @ Westminster St,Dixwell Ave @ Thompson St,110.32
15194,0,Dixwell Ave @ Thompson St,Dixwell Ave @ Colony St,77.53
15194,1,Dixwell Ave @ Whitney Ave,Whitney Ave @ Dixwell Ave,66.12
15194,1,School St @ Whitney Ave,Whitney Ave @ Dixwell Ave,124.73
15194,1,Old Dixwell Ave @ Evergreen Ave,Dixwell Ave @ Evergreen Ave,121.8
15194,1,Hamden Hills Dr @ Avalon Walk 1,Hamden Hills Dr @ Town Walk Dr 2,115.3
15194,1,Sherman Ln @ Sherman Ave,Sherman Ave @ Sherman Ln,24.23
15194,1,Hamden Plaza @ Dixwell Ave,Dixwell Ave @ Chili's,102.62
15194,1,Hamden Plaza @ Dixwell Ave,Dixwell Ave @ Hamden High School,90.64
15194,1,Dixwell Ave @ Chili's,Dixwell Ave @ Hamden High School,113.69
15194,1,Dixwell Ave @ Hamden High School,Dixwell Ave @ opp Connolly Pkwy,106.6
15194,1,Dixwell Ave @ Benham St,Dixwell Ave @ Robert St,80.74
15194,1,Dixwell Ave @ Benham St,Benham St @ Dixwell Ave,32.06
15194,1,Dixwell Ave @ Benham St,Benham St @ Hope Ave,94.04
15194,1,Dixwell Ave @ Robert St,Dixwell Ave @ Maplewood Ter,91.88
15194,1,Dixwell Ave @ Robert St,Benham St @ Dixwell Ave,109.69
15194,1,Dixwell Ave @ Maplewood Ter,Dixwell Ave @ Red Rock Ter,120.12
15194,1,Dixwell Ave @ Red Rock Ter,Dixwell Ave @ opp Mather St,121.42
15194,1,Dixwell Ave @ Hillcrest Ave,Dixwell Ave @ Homestead Ave,86.6
15194,1,Dixwell Ave @ Homestead Ave,Dixwell Ave @ Saint James St,97.93
15194,1,Dixwell Ave @ Millis St,Dixwell Ave @ Church St,109.56
15194,1,Dixwell Ave @ Church St,Dixwell Ave @ Concord St,94.27
15194,1,Dixwell Ave @ Newton St,Dixwell Ave @ Scott St,82.09
15194,1,Dixwell Ave @ Putnam Ave,Circular Ave @ Helen St,18.03
15194,1,Dixwell Ave @ Putnam Ave,Circular Ave @ Dixwell Ave,19.16
15194,1,Dixwell Ave @ Cherry Ann St,Dixwell Ave @ Elizabeth St,80.51
15194,1,Dixwell Ave @ Ford St,Dixwell Ave @ Harding Pl,115.2
15194,1,Dixwell Ave @ Harding Pl,Dixwell Ave @ opp Division St,40.7
15194,1,Dixwell Ave @ opp Division St,Dixwell Ave @ opp Gibbs St,106.31
15194,1,Dixwell Ave @ Munson St,Dixwell Ave @ Henry St,120.67
15194,1,Elm St @ Temple St,Temple St @ New Haven Green,122.61
15194,1,Dixwell Ave @ Colony St,Dixwell Ave @ Thompson St,79.7
15194,1,Dixwell Ave @ Thompson St,Dixwell Ave @ West Minister St,120.99
15194,1,Benham St @ Dixwell Ave,Benham St @ Hope Ave,70.62
15194,1,Benham St @ Malcom St,Benham St @ Garfield St,86.51
15194,1,Cherry Hill Rd @ Benham St,Cherry Hill Rd @ opp Harrison Dr,71.25
15194,1,Cherry Hill Rd @ opp Harrison Dr,Cherry Hill Rd @ opp Penn St,60.62
15194,1,Cherry Hill Rd @ opp Penn St,Cherry Hill Rd @ Springdale St,79.63
15194,1,Cherry Hill Rd @ Springdale St,Cherry Hill Rd @ Federal St,76.19
15194,1,Cherry Hill Rd @ Federal St,Cherry Hill Rd @ opp Highwood Ave,74.82
15194,1,Circular Ave @ opp Battis Rd,Circular Ave @ Gilbert Ave,87.71
15194,1,Circular Ave @ Gilbert Ave,Circular Ave @ Piper Rd,121.58
15194,1,Circular Ave @ Pearl Ave,Circular Ave @ opp Lexington St,107.07
15194,1,Circular Ave @ opp Lexington St,Circular Ave @ Collins St,87.53
15194,1,Circular Ave @ Collins St,Circular Ave @ Opp Newton St,100.64
15194,1,Circular Ave @  Bradley Ave,Circular Ave @ Gorham Ave,106.35
15194,1,Circular Ave @ Helen St,Circular Ave @ Dixwell Ave,19.16
15194,1,Sherman Ave @ Raccio Park Dr,Sherman Ave @ opp Raccio Park Rd,45.63
15194,1,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Rossotto Dr,42.31
15194,1,Sherman Ave @ Rossotto Dr,Sherman Ave @ opp Raccio Park Rd,108.11
15194,1,Sherman Ave @ Oakwood Sports,Sherman Ave @ YMCA Ctr,40.12
15194,1,Sherman Ave @ opp Overlook Dr,Sherman Ave @ opp Crestway,76.63
15194,1,Sherman Ave @ opp Crestway,Sherman Ave @ Crestway,52.42
15194,1,Sherman Ave @ MGM,Sherman Ave @ opp MGM,21.01
15194,1,Sherman Ave @ CT Healing Center,Sherman Ave @ Superior Printing Ink Co,65.98
15194,1,Sherman Ave @ CT Healing Center,Sherman Ave @ Self Storage,92.65
15194,1,Sherman Ave @ CT Healing Center,Sherman Ave @ 825 Sherman Ave,23.35
15194,1,Sherman Ave @ Superior Printing Ink Co,Sherman Ave @ Self Storage,31.26
15194,1,Sherman Ave @ Superior Printing Ink Co,Sherman Ave @ 825 Sherman Ave,80.92
15194,1,Sherman Ave @ 825 Sherman Ave,Sherman Ave @ Corporate Ridge,35.54
15194,1,Sherman Ave @ 825 Sherman Ave,Sherman Ave @ CT Healing Center,20.5
15194,1,Sherman Ave @ Corporate Ridge,Sherman Ave @ CT Healing Center,35.92
15194,1,Sherman Ave @ Self Storage,Sherman Ave @ 825 Sherman Ave,103.12
15194,1,Sherman Ave @ YMCA Ctr,Sherman Ave @ 1075 Sherman Ave,117.54
15195,0,Goffe St @ Webster St,Goffe St @ Winter St,113.24
15195,0,Goffe Ter @ Ellsworth Ave,Goffe Ter @ Colony Rd,120.71
15195,0,Goffe Ter @ Colony Rd,Goffe Ter @ Bellevue Rd,87.98
15195,0,Goffe Ter @ Bellevue Rd,Goffe Ter @ Ella T Grasso Blvd,99.62
15195,0,Goffe Ter @ Ella T Grasso Blvd,Goffe Ter @ Royndon Rd,95.56
15195,0,Blake St @ Austin St,Blake St @ Stone St,111.13
15195,0,S Genesee St @ Midblock,S Genesee @ Harper Ave,92.24
15195,1,S Genesee @ Harper Ave,Harper Ave @ Valley St,53.74
15195,1,S Genesee @ Harper Ave,Valley St @ opp Mountain Rd,98.39
15195,1,Harper Ave @ Valley St,Valley St @ opp Mountain Rd,102.14
15195,1,Blake St @ opp Stone St,Blake St @ opp Austin St,113.09
15195,1,Blake St @ opp Farnham Ave,Blake St @ Fitch St,103.93
15195,1,Goffe Ter @ opp Royndon Rd,Goffe Ter @ Ella T Grasso Blvd,95.56
15195,1,Goffe Ter @ Winthrop Ave,Goffe Ter @ Carmel St/ Crescent St,100.04
15195,1,Goffe Ter @ Carmel St/ Crescent St,Goffe St @ Sherman Ave,105.37
15195,1,Goffe St @ Sherman Ave,Goffe St @ Hudson St,102.53
15195,1,Goffe St @ Hudson St,Goffe St @ County St,112.28
15195,1,Goffe St @ County St,Goffe St @ Orchard St,101.12
15195,1,Goffe St @ Dixwell Ave,Broadway @ Howe St,88.71
15195,1,Elm St @ Temple St,Temple St @ New Haven Green,122.61
15196,0,Whalley Ave @ Ella T Grasso Blvd,Whalley Ave @ Blake St,98.47
15196,0,Whalley Ave @ Osborn St,Whalley Ave @ opp W Park Ave,121.57
15196,0,Whalley Ave @ Blake St,Valley St @ Blake St,69.85
15196,0,Blake St @ opp Stone St,Blake St @ opp Austin St,113.09
15196,0,Whalley Ave @ Amity Rd,Whalley Ave @ opp Amity Wine Co,123.0
15196,0,Litchfield Tpke @ 1625 Litchfield,Lucy St @ Litchfield Tpk,58.83
15196,0,Lucy St @ Amity Rd,Amity Rd @ Lucy St,30.94
15196,0,Amity Rd @ June St,Amity Rd @ opp Amity Shopping Ctr,103.21
15196,0,Amity Shopping Ctr @ Stop & Shop,Amity Shopping Ctr @ Sunset Dr,65.82
15196,0,Amity Rd @ Landin St,Amity Rd @ opp Landin St,36.54
15196,0,Amity Rd @ Bradley Rd,Amity Rd @ opp Bradley Rd,32.38
15196,0,Amity Rd @ opp Highland Rd,Amity Rd @ Highland Rd,48.09
15196,0,Amity Rd @ Justin Rd,Amity Rd @ Jewish Comm Ctr Stop 2,76.59
15196,0,Amity Rd @ Justin Rd,Amity Rd @ opp Justin Rd,13.7
15196,0,Amity Rd @ Jewish Community Ctr,Jewish Ctr Entrance @ Amity Rd,38.06
15196,0,Amity Rd @ Jewish Community Ctr,Amity Rd @ Jewish Comm Ctr Stop 1,91.68
15196,0,Jewish Ctr Entrance @ Amity Rd,Amity Rd @ Jewish Comm Ctr Stop 1,111.44
15196,0,Amity Rd @ Jewish Comm Ctr Stop 1,Amity Rd @ Jewish Comm Ctr Stop 2,79.2
15196,0,Amity Rd @ Jewish Comm Ctr Stop 2,Amity Rd @ opp Justin Rd,74.08
15196,0,Chapel St @ Day St,Chapel St @ Kensington St,96.55
15196,0,Chapel St @ Kensington St,Chapel St @ Orchard St,98.52
15196,1,Whalley Ave @ Hubinger St,Whalley Ave @ Pendleton St,123.62
15196,1,Whalley Ave @ Pendleton St,Whalley Ave @ Hobart St,118.07
15196,1,Whalley Ave @ 150 Whalley Ave,Whalley Ave @ opp Sperry St,101.38
15196,1,Broadway @ York St,York St @ Elm St,97.18
15196,1,Elm St @ Temple St,Temple St @ New Haven Green,122.61
15196,1,Augustine St @ Solomon Crossing,Augustine St @ Bosley St,105.9
15196,1,Wintergreen Ave @ Springside Ave,Wintergreen Ave @ Wilmont Rd,123.31
15196,1,Blake St @ Austin St,Blake St @ Stone St,111.13
15196,1,Amity Rd @ Jewish Comm Ctr Stop 1,Amity Rd @ Jewish Comm Ctr Stop 2,79.2
15196,1,Amity Rd @ Jewish Comm Ctr Stop 2,Amity Rd @ opp Justin Rd,74.08
15196,1,Amity Rd @ June St,Amity Rd @ Amity Shopping Ctr,109.82
15196,1,George St @ York St,York St @ Crown St,109.18
15197,0,Elm St @ Howe St,Elm St @ Dwight St,94.87
15197,0,Elm St @ opp Kensington St,Elm St @ Orchard St,112.72
15197,0,Winthrop Ave @ Edgewood Ave,Edgewood Ave @ Norton St,105.07
15197,0,Edgewood Ave @ Ella T Grasso Blvd,Ella T Grasso Blvd @ Edgewood Ave,77.6
15197,0,Edgewood Ave @ Brownell St,Edgewood Ave @ Hobart St,117.53
15197,0,Edgewood Ave @ Yale Ave,Edgewood Ave @ W Rock Ave,89.58
15197,0,Edgewood Ave @ W Rock Ave,Edgewood Ave @ Central Ave,109.22
15197,0,Alden Ave @ W Elm St,Alden Ave @ Burton St,91.61
15197,0,Alden Ave @ Burton St,Alden Ave @ Willard St,115.14
15197,0,Alden Ave @ Fountain St,Fountain St @ McKinley Ave,97.77
15197,0,Fountain St @ Emerson St,Fountain St @ Horizon Towers,111.22
15197,0,Fountain St @ Horizon Towers,Fountain St @ opp Forest Rd,113.11
15197,0,Fountain St @ opp Forest Rd,Fountain St @ Dayton St,79.79
15197,0,Fountain St @ Benton St,Benton St @ Field St,66.54
15197,0,Ramsdell St @ Fountain St,Ramsdell St @ Field St,84.79
15197,0,Ramsdell St @ Fountain St,Ramsdell St @ Fountain St,20.33
15197,0,Ramsdell St @ Field St,Ramsdell St @ Fairfield St,105.35
15197,0,Ramsdell St @ Field St,Ramsdell St @ Fountain St,94.19
15197,0,Amity Shopping Ctr @ Stop & Shop,Amity Shopping Ctr @ Sunset Dr,65.82
15197,0,Chapel St @ Day St,Chapel St @ Kensington St,96.55
15197,0,Chapel St @ Kensington St,Chapel St @ Orchard St,98.52
15197,0,Chapel St @ Norton St,Chapel St @ Ellsworth Ave,121.73
15197,1,Whalley Ave @ Ramsdell St,E Ramsdell St @ Whalley Ave,37.23
15197,1,Ramsdell St @ Fountain St,Fountain St @ Lowin St,63.77
15197,1,Fountain St @ Lowin St,Fountain St @ Colby St,110.57
15197,1,Fountain St @ Maplewood Rd,Fountain St @ Lakeview Ter,108.42
15197,1,Fountain St @ Vista Ter,Fountain St @ Forest Rd,100.01
15197,1,Fountain St @ opp Emerson St,Fountain St @ Barnett St,115.01
15197,1,Alden Ave @ Willard St,Alden Ave @ Burton St,106.03
15197,1,Alden Ave @ Burton St,Alden Ave @ W Elm St,94.01
15197,1,Edgewood Ave @ opp Hobart St,Edgewood Ave @ opp Brownell St,93.7
15197,1,Edgewood Ave @ opp Brownell St,Edgewood Ave @ Ella T Grasso Blvd,120.7
15197,1,Edgewood Ave @ Beers St,Edgewood Ave @ Orchard St,105.76
15197,1,Edgewood Ave @ Orchard St,Edgewood Ave @ Kensington St,111.73
15197,1,Edgewood Ave @ Kensington St,Edgewood Ave @ Day St,87.36
15197,1,Broadway @ York St,York St @ Elm St,97.18
15197,1,Ella T Grasso Blvd @ Chapel St,Ella T Grasso Blvd @ opp Irving St,107.39
15197,1,Derby Ave @ Mead St,George St @ opp Norton St,122.74
15197,1,George St @ York St,York St @ Crown St,109.18
15197,1,East Ramsdell @ opp South Genesee St,E Ramsdell St @ Valley St,87.73
15197,1,Valley St @ Blake St,Blake St @ Whalley Ave,47.73
15198,0,Chapel St @ Day St,Chapel St @ Kensington St,96.55
15198,0,Chapel St @ Kensington St,Chapel St @ Orchard St,98.52
15198,0,Chapel St @ Norton St,Chapel St @ Ellsworth Ave,121.73
15198,0,Chapel St @ Ella T Grasso Blvd,Ella T Grasso Blvd @ opp Irving St,104.27
15198,1,Derby Ave @ Mead St,George St @ opp Norton St,122.74
15198,1,George St @ York St,York St @ Crown St,109.18
15198,1,Temple St @ Chapel St,Chapel St @ Temple St,33.91
15198,1,Church St @ Chapel St,Chapel St @ Temple St,101.94
15199,0,Chapel St @ Day St,Chapel St @ Kensington St,96.55
15199,0,Chapel St @ Kensington St,Chapel St @ Orchard St,98.52
15199,0,Derby Tpke @ Oakwood Rd,Derby Tpke @ Dentree Dr,108.03
15199,0,Howe Ave @ Hill St,Howe Ave @ Cornell St,120.87
15199,0,Bridge St @ 1st St,Elizabeth St @ Main St,120.11
15199,0,Elizabeth St @ Main St,Elizabeth St @ 3Rd St,85.81
15199,0,Elizabeth St @ 4Th St,Elizabeth St @ 5Th St,103.93
15199,0,Elizabeth St @ 5Th St,Elizabeth St @ opp 6Th St,108.9
15199,0,Seymour Ave @ Atwater Ave,Atwater Ave @ Seymour Ave,57.49
15199,0,Seymour Ave @ Spring St,Spring St @ Maple Ave,88.43
15199,0,Spring St @ Maple Ave,Division St @ Maple St,78.44
15199,0,Division St @ Atwater Ave,Atwater Ave @ Division,16.97
15199,0,Bridge St @ Main St,Main St @ Bridge St,46.0
15199,0,Bridge St @ Main St,Bridge St @ E Main St,96.22
15199,0,Main St @ Bridge St,Main St @ Post Office,89.66
15199,0,Main St @ Bridge St,Bridge St @ E Main St,69.07
15199,0,Main St @ Post Office,Main St @ Kingston Dr,72.4
15199,0,N Main St @ opp Ridge Rd,N Main St @ Brookside Ave,112.58
15199,0,S Main St @ Robin Rd,S Main St @ Penny Auto,102.09
15199,0,S Main St @ Bryson Ave,S Main St @ Westman Ave,109.79
15199,0,Main St @ Opp Bank St,Main St @ New Haven Rd,122.79
15199,0,New Haven Rd @ opp Spruce St,Spruce St @ New Haven Rd,36.83
15199,0,Spruce St @ Meadow St,Spruce St @ Garden St,79.53
15199,0,Father Salemi Dr @ Main St,Main St @ Chestnut St,100.02
15199,1,Main St @ New Haven Rd,Main St @ Bank St,114.27
15199,1,Main St @ Broad St,S Main St @ Maple St,107.85
15199,1,S Main St @ opp Westerman Ave,S Main St @ opp Bryson Ave,107.6
15199,1,S Main St @ Penny Auto,S Main St @ opp Robin Rd,90.05
15199,1,Main St @ Kingston Dr,Main St @ Opp Post Office,84.68
15199,1,Main St @ Opp Post Office,Main St @ Bridge St,107.29
15199,1,Main St @ Bridge St,Bridge St @ E Main St,87.51
15199,1,Division St @ Clifton Ave,Atwater Ave @ Division,39.47
15199,1,Seymour Ave @ E 9th St,Seymour Ave @ Elizabeth St,122.1
15199,1,Elizabeth St @ 6Th St,Elizabeth St @ 5Th St,81.92
15199,1,Elizabeth St @ Main St,Bridge St @ 1st St,98.14
15199,1,Howe Ave @ Cornell St,Howe Ave @ Hill St,121.78
15199,1,New Haven Ave @ opp Trumbull St,New Haven Ave @ opp Shelton St,110.15
15199,1,Derby Ave @ Yale Baseball,Derby Ave @ Yale Ave,111.1
15199,1,Derby Ave @ Mead St,George St @ opp Norton St,122.74
15199,1,George St @ York St,York St @ Crown St,109.18
15199,1,Elm St @ Temple St,Temple St @ New Haven Green,122.61
15199,1,Father Salemi Dr @ Main St,Main St @ Chestnut St,100.02
15199,1,Spring St @ Maple St,Spring St @ Seymour Ave,101.53
15199,1,Chapel St @ Temple St,Church St @ Chapel St,101.94
15199,1,Chapel St @ Temple St,Temple St @ Chapel St,33.91
15199,1,Spruce St @ Meadow St,Spruce St @ Garden St,79.53
15200,0,East Town Rd @ opp Stop&Shop,East Town Rd @ Stop&Shop,55.66
15200,0,Park St @ S Frontage Rd,South St @ Howard Ave,100.71
15200,0,South St @ Howard Ave,Sylvan Ave @ opp Vernon St,113.72
15200,0,Sylvan Ave @ opp Vernon St,Sylvan Ave @ Ward St,67.23
15200,0,Sylvan Ave @ Ward St,Sylvan Ave @ opp Asylum St,91.39
15200,0,Sylvan Ave @ Greenwood St,Sylvan Ave @ Winthrop Ave,108.02
15200,0,Orange Ave @ Pruden St,Orange Ave @ Wade St,121.6
15200,0,Orange Ave @ Hoffman St,Orange Ave @ opp Rockview St,122.41
15200,0,Orange Ave @ opp Peabody St,Orange Ave @ opp Norfolk St,93.72
15200,0,Meloy Rd @ Knox St,Meloy Rd @ Goldman Rd,81.24
15200,0,Dogburn Rd @ Boston Post Rd,Boston Post Rd @ Dogwood Rd,21.43
15200,0,Dogburn Rd @ Boston Post Rd,Boston Post Rd @ Mcdonald's,117.25
15200,0,Boston Post Rd @ Dogwood Rd,Boston Post Rd @ Mcdonald's,97.98
15200,0,Boston Post Rd @ Mcdonald's,Boston Post Rd @ Staples,85.06
15200,0,Boston Post Rd @ Racebrook Rd,Boston Post Rd @ Diptop Ice Cream,79.88
15200,0,Boston Post Rd @ Colonial Building,Boston Post Rd @ Bob's Furniture,122.47
15200,0,Boston Post Rd @ Bob's Furniture,Boston Post Rd @ Mr Cold Kut,120.97
15200,0,Boston Post Rd @ Costco,Boston Post Rd @ Milford Market Pl MARKET PL,81.3
15200,1,Boston Post Rd @ East Town Rd,East Town Rd @ Boston Post Rd,28.63
15200,1,Boston Post Rd @ East Town Rd,Boston Post Rd @ Milford Crossing,105.26
15200,1,East Town Rd @ Stop&Shop,East Town Rd @ opp Stop&Shop,55.66
15200,1,East Town Rd @ Boston Post Rd,Boston Post Rd @ Milford Crossing,80.75
15200,1,Boston Post Rd @ opp Milford Market Pl,Boston Post Rd @ AMF Bowling,101.73
15200,1,Boston Post Rd @ AMF Bowling,Boston Post Rd @ Raymour & Flanigan,116.67
15200,1,Boston Post Rd @ American Plaza,Boston Post Rd @ Lindy St,117.3
15200,1,Boston Post Rd @ Bull Hill Ln,Boston Post Rd @ Staples,89.16
15200,1,Dogwood Rd @ Meloy Rd,Meloy Rd @ Knox St,53.34
15200,1,Orange Ave @ opp Farwell St,Orange Ave @ Norfolk St,122.54
15200,1,Orange Ave @ Norfolk St,Orange Ave @ Peabody St,85.7
15200,1,Orange Ave @ opp Wade St,Orange Ave @ opp Pruden St,90.64
15200,1,Sylvan Ave @ Stevens St,Sylvan Ave @ Orchard St,123.1
15200,1,Sylvan Ave @ Orchard St,Sylvan Ave @ Elliot St,87.58
15200,1,Sylvan Ave @ Elliot St,Sylvan Ave @ Asylum St,86.51
15200,1,Sylvan Ave @ Asylum St,Sylvan Ave @ Ward St,87.28
15200,1,Sylvan Ave @ Ward St,Sylvan Ave @ Vernon St,97.64
15200,1,Sylvan Ave @ Vernon St,Sylvan Ave @ Howard Ave,98.81
15200,1,York St @ George St,George St @ opp High St,105.42
15200,1,York St @ George St,York St @ Crown St,111.97
15200,1,Elm St @ Temple St,Temple St @ New Haven Green,122.61
15201,0,Robinson Blvd @ opp UPS,Robinson Rd @ UPS Customer Ctr,28.17
15201,1,Robinson Blvd @ opp UPS,Robinson Rd @ UPS Customer Ctr,28.17
15202,0,Congress Ave @ Baldwin St,Congress Ave @ Kossuth St,68.54
15202,0,Congress Ave @ Davenport Ave,Congress Ave @ Ella T Grasso B,106.5
15202,0,Campbell Ave @ Orange Ave,Orange Ave @ Forest Rd,50.72
15202,0,Campbell Ave @ Ruden St,Campbell Ave @ Opp First Ave,107.33
15202,0,Campbell Ave @ Clark St,Campbell Ave @ opp George St,107.77
15202,0,Main St @ Campbell Ave,Main St @ Washington Ave,101.33
15202,0,Main St @ Campbell Ave,Campbell Ave @ Main St,32.81
15202,0,Main St @ Martin St,Main St @ Union Ave,83.94
15202,0,Main St @ 3rd Ave,Main St @ 2nd Ave,96.96
15202,0,2nd Ave @ Jones St,2nd Ave @ May St,84.94
15202,0,2nd Ave @ Blohm St,Blohm St @ opp 3rd Ave Ext,89.08
15202,0,Blohm St @ East Ave,East Ave @ Noble St,121.48
15202,0,East Ave @ Noble St,East Ave @ Park St,104.0
15202,0,East Ave @ Park St,East Ave @ Thomas St,116.49
15202,0,Captain Thomas Blvd @ Peck Ave,Captain Thomas Blvd @ Peck Ln,80.72
15202,0,Captain Thomas Blvd @ Peck Ln,Captain Thomas Blv @ Washington Ave,86.75
15202,0,Campbell Ave @ opp West Walk,Campbell Ave @ West Walk,37.88
15202,0,Main St @ Wagner Pl,Main St @ Opp Painter Dr,110.98
15202,0,Platt Ave @ Barney Hill,Platt Ave @ Lincoln St,58.63
15202,0,Platt Ave @ Lincoln St,Platt Ave @ Sorenson Rd,117.58
15202,0,Platt Ave @ Lawncrest Rd,Platt Ave @ opp Riverview Ter,77.95
15202,0,Platt Ave @ Woodhill Ln,Platt Ave @ Jones Hill Rd,113.86
15202,0,Jones Hill Rd @ Morgan Ln,Jones Hill Rd @ opp Colonial Blvd,51.31
15202,0,Jones Hill Rd @ Morgan Ln,Morgan Ln @ Jones Hill Rd,38.8
15202,0,Jones Hill Rd @ opp Colonial Blvd,Morgan Ln @ Jones Hill Rd,30.42
15202,0,Jones Hill Rd @ Hubbard Rd,Jones Hill Rd @ opp Contact Dr,108.76
15202,0,Jones Hill Rd @ Woodmont Rd,Jones Hill Rd @ Pauline Ave,80.74
15202,0,Saw Mill Rd @ opp Railroad Ave,Railroad Ave @ Saw Mill Rd,39.18
15202,0,Morgan Ln @ Callegari Dr,Morgan Ln @ opp Donna Ln,121.36
15202,0,Saw Mill Rd @ Hillcrest Ave,Saw Mill Rd @ York St,71.28
15202,0,Bull Hill Ln @ Shoprite,Carlson Rd @ Shoprite,104.32
15202,0,Orange Ave @ Pruden St,Orange Ave @ Wade St,121.6
15202,0,Orange Ave @ Hoffman St,Orange Ave @ opp Rockview St,122.41
15202,0,Boston Post Rd @ Dogwood Rd,Boston Post Rd @ Mcdonald's,97.98
15202,0,Boston Post Rd @ Mcdonald's,Boston Post Rd @ Staples,85.06
15202,1,Jones Hill Rd @ Brook Ln,Jones Hill Rd @ Woodmont Rd,109.18
15202,1,Jones Hill Rd @ opp Morgan Ln,Morgan Ln @ Jones Hill Rd,36.17
15202,1,Jones Hill Rd @ Laurel St,Jones Hill Rd @ Hickory St,113.77
15202,1,Jones Hill Rd @ Platt Ave,Platt Ave @ opp Woodhill Ln,113.65
15202,1,Platt Ave @ Riverview Ter,Platt Ave @ opp Lawncrest Rd,103.06
15202,1,Platt Ave @ opp Sorenson Rd,Platt Ave @ Lincoln St,84.66
15202,1,Campbell Ave @ Main St,Main St @ Campbell Ave,32.95
15202,1,Campbell Ave @ Center St,Campbell Ave @ Ashburton Pl,123.87
15202,1,Campbell Ave @ George St,Campbell Ave @ York St,112.7
15202,1,Campbell Ave @ York St,Campbell Ave @ Wharton St,103.74
15202,1,Campbell Ave @ Lamson St,Campbell Ave @ Alling St,99.11
15202,1,Campbell Ave @ First Ave,Campbell Ave @ opp Ruden St,113.22
15202,1,Campbell Ave @ opp Ruden St,Campbell Ave @ Homestead,80.56
15202,1,Church St @ George St,Church St @ Crown St,95.73
15202,1,Church St @ Crown St,Church St @ Center St,41.44
15202,1,Thomas St @ Washington Ave,Washington Ave @ opp California St,69.94
15202,1,East Ave @ Captain Thomas Blvd,East Ave @ Park St,114.28
15202,1,East Ave @ Park St,East Ave @ Noble St,106.21
15202,1,East Ave @ Noble St,East Ave @ Blohm St,114.25
15202,1,East Ave @ Blohm St,Blohm St @ Anderson Ave,95.47
15202,1,Blohm St @ Anderson Ave,Blohm St @ Morse Ave,86.21
15202,1,Blohm St @ 3rd Ave Ext,Blohm St @ 2nd Ave,75.36
15202,1,2nd Ave @ Main St,Main St @ 3Rd Ave,95.78
15202,1,Bull Hill Ln @ Kohl's,Bull Hill Ln @ Meadowbrook Ct,122.32
15202,1,Saw Mill Rd @ Phillips Ter,Saw Mill Rd @ Railroad Ave,109.26
