route_id,direction_id,stop_1,stop_2,distance_m
15202,1,Saw Mill Rd @ Railroad Ave,Railroad Ave @ Saw Mill Rd,90.94
15202,1,Morgan Ln @ Donna Ln,Morgan Ln @ Island Ln,84.77
15202,1,Morgan Ln @ Frontage Rd,Frontage Rd @ Morgan Ln,78.58
15202,1,Orange Ave @ opp Farwell St,Orange Ave @ Norfolk St,122.54
15202,1,Orange Ave @ Norfolk St,Orange Ave @ Peabody St,85.7
15202,1,Orange Ave @ opp Wade St,Orange Ave @ opp Pruden St,90.64
15203,0,Ella T Grasso Blvd @ New Haven Career Ctr,New Haven Career Ctr @ New Haven Adult Ed,69.7
15203,0,Ella T Grasso Blvd @ opp Printers Ln,New Haven Career Ctr @ New Haven Adult Ed,124.4
15203,0,Orange Ave @ Gilbert St,Front Ave @ Orange Ave,97.07
15203,0,Front Ave @ Lamson St,Spring St @ Front Ave,102.03
15203,0,Coleman St @ Greta St,Greta St @ Coleman St,90.68
15203,0,Church St S @ Columbus Ave,Columbus Ave @ Church St,36.15
15203,0,Church St S @ Columbus Ave,Columbus Ave @ Opp Liberty St,117.81
15203,0,Columbus Ave @ Church St,Columbus Ave @ Opp Liberty St,87.49
15203,0,Columbus Ave @ Opp Liberty St,Columbus Ave @ Cedar St,120.69
15203,0,Washington Ave @ Clover,Washington Ave @ Morris St,95.41
15203,0,Washington Ave @ Morris St,Washington Ave @ Barclay St,112.93
15203,0,Washington Ave @ Barclay St,Washington Ave @ Ella Grasso Blvd,123.35
15203,1,Ella T Grasso Blvd @ N H Career Ctr,New Haven Career Ctr @ Methodone Clinic,99.57
15203,1,Ella T Grasso Blvd @ N H Career Ctr,Ella T Grasso Blvd @ Printers Ln,114.77
15203,1,Ella T Grasso Blvd @ N H Career Ctr,New Haven Career Ctr @ New Haven Adult Ed,42.74
15203,1,New Haven Career Ctr @ Methodone Clinic,New Haven Career Ctr @ New Haven Adult Ed,103.27
15203,1,Washington Ave @ Ella T Grasso,Washington Ave @ opp Barclay St,98.98
15203,1,Washington Ave @ opp Barclay St,Washington Ave @ Morris St,107.98
15203,1,Washington Ave @ opp Frank St,Columbus Ave @ Opp Hallcock St,76.71
15203,1,Columbus Ave @ Cedar St,Columbus Ave @ Liberty St,116.68
15203,1,Greta St @ W Spring St,Greta St @ Coleman St,94.02
15203,1,W Spring St @ opp Coleman St,W Spring St @ Stevens Ave,90.72
15203,1,Coleman St @ Greta St,Greta St @ Coleman St,90.68
15203,1,Spring St @ Front Ave,Front Ave @ Lamson St,118.47
15203,1,Front Ave @ Orange Ave,Orange Ave @ Front St,14.68
15204,0,George St @ Temple St Garage,George St @ Church St,85.71
15204,0,Union Ave @ Meadow St,Union Ave @ 49 Union Ave,97.96
15204,0,Union Ave @ 49 Union Ave,Union Ave @ Cinque Grn,112.54
15204,0,Union Ave @ Cinque Grn,Union Ave @ Church St S,124.19
15204,0,Columbus Ave @ Church St,Columbus Ave @ Opp Liberty St,87.49
15204,0,Columbus Ave @ Opp Liberty St,Columbus Ave @ Cedar St,120.69
15204,0,Columbus Ave @ Howard Ave,Howard Ave @ Portsea St,101.3
15204,0,Howard Ave @ Putnam St,Howard Ave @ Spring St,106.86
15204,0,Howard Ave @ Spring St,Spring St @ Howard Ave,24.76
15204,0,Kimberly Ave @ Ella T Grasso Blvd,Kimberly Ave @ Ella T Grasso Blvd,83.26
15204,0,Kimberly Ave @ Ella T Grasso Blvd,Kimberly Ave @ Dunkin Donuts,63.35
15204,0,Elm St @ opp Water St,Elm St @ 1St Ave,108.1
15204,0,Elm St @ 1St Ave,First Ave @ opp Elm St,41.48
15204,0,Elm St @ 4Th Ave,Elm St @ Union Ave,103.99
15204,0,Elm St @ Washington Ave,Elm St @ opp Ward Pl,101.55
15204,0,Campbell Ave @ Main St,Main St @ Campbell Ave,27.38
15204,0,Campbell Ave @ Walnut St,Campbell Ave @ Atwater St,96.14
15204,0,Campbell Ave @ Atwater St,Campbell Ave @ Leete St,101.24
15204,0,Campbell Ave @ Park St,Captain Thomas Blvd @ Campbell Ave,114.23
15204,0,Oak St @ Captain Thomas Blvd,Captain Thomas Blvd @ Oak St,94.6
15204,0,Ocean Ave @ Lake St,Ocean Ave @ Baycrest Dr,118.84
15204,0,Ocean Ave @ Annawon Ave,Ocean Ave @ Hubert St,100.66
15204,0,Ocean Ave @ Jones Hill Rd,Bayshore Dr @ Morrisey Manor Apts,108.81
15204,0,Edgefield Ave @ Nolan Ter,Edgefield Ave @ Foran Rd,115.35
15204,0,Gulf St @ Evergreen Ave,Gulf St @ New Haven Ave,93.46
15204,0,New Haven Ave @ Prospect St,New Haven Ave @ Shipyard Ln,23.87
15204,0,Gulf St @ St Mary's,Gulf St @ Cherry St,89.38
15204,0,Gulf St @ Cherry St,Cherry St @ Bobs Store/Shop Rite,81.57
15204,0,First Ave @ Center St,First Ave @ Richards Pl,123.19
15204,0,First Ave @ Richards Pl,First Ave @ opp Main St,107.81
15204,0,Main St @ 2Nd Ave,Main St @ 3Rd Ave,96.24
15204,0,Main St @ Wagner Pl,Main St @ Opp Painter Dr,110.98
15204,0,Platt Ave @ Barney Hill,Platt Ave @ Lincoln St,58.63
15204,0,Platt Ave @ Lincoln St,Platt Ave @ Sorenson Rd,117.58
15204,0,Platt Ave @ Lawncrest Rd,Platt Ave @ opp Riverview Ter,77.95
15204,0,Platt Ave @ Woodhill Ln,Platt Ave @ Jones Hill Rd,113.86
15204,0,Jones Hill Rd @ Morgan Ln,Jones Hill Rd @ opp Colonial Blvd,51.31
15204,0,Jones Hill Rd @ Hubbard Rd,Jones Hill Rd @ opp Contact Dr,108.76
15204,0,Jones Hill Rd @ Woodmont Rd,Jones Hill Rd @ Pauline Ave,80.74
15204,1,Oak St @ Captain Thomas Blvd,Captain Thomas Blvd @ Savin Ave,116.71
15204,1,Oak St @ Captain Thomas Blvd,Captain Thomas Blvd @ Oak St,59.41
15204,1,Captain Thomas Blvd @ Savin Ave,Captain Thomas Blvd @ Oak St,114.78
15204,1,Campbell Ave @ Park St,Campbell Ave @ Noble St,108.52
15204,1,Campbell Ave @ Noble St,Campbell Ave @ Blohm St,101.49
15204,1,Campbell Ave @ Blohm St,Campbell Ave @ William St,97.11
15204,1,Campbell Ave @ William St,Campbell Ave @ Leete St,113.53
15204,1,Campbell Ave @ Atwater St,Campbell Ave @ opp Walnut St,83.15
15204,1,Campbell Ave @ opp Walnut St,Campbell Ave @ opp Lester St,73.08
15204,1,Campbell Ave @ Main St,Main St @ Washington Ave,112.74
15204,1,Campbell Ave @ Center St,Campbell Ave @ Ashburton Pl,123.87
15204,1,Elm St @ opp 4Th Ave,Elm St @ 3Rd Ave,116.38
15204,1,Elm St @ 3Rd Ave,Elm St @ 2Nd Ave,103.4
15204,1,Elm St @ 1St Ave,First Ave @ Elm St,45.4
15204,1,Elm St @ Water St,First Ave @ Elm St,113.02
15204,1,Columbus Ave @ Cedar St,Columbus Ave @ Liberty St,116.68
15204,1,Ocean Ave @ opp Tyler Ave,Ocean Ave @ opp Baycrest Dr,97.53
15204,1,Ocean Ave @ opp Baycrest Dr,Ocean Ave @ opp Lake St,111.56
15204,1,Gulf St @ George St,Gulf St @ New Haven Ave,98.35
15204,1,Edgefield Ave @ Yale Ave,Edgefield Ave @ opp Foran Rd,98.37
15204,1,Edgefield Ave @ Burwells Ct,Edgefield Ave @ Soundview Ave,94.76
15204,1,Main St @ Martin St,Main St @ Union Ave,83.94
15204,1,Main St @ 3rd Ave,Main St @ 2nd Ave,96.96
15204,1,Main St @ 1st Ave,First Ave @ Richards Pl,99.8
15205,0,Temple St @ Crown St,Temple St @ George St,101.23
15205,0,Temple St @ George St,George St @ Temple St Garage,69.97
15205,0,George St @ Temple St Garage,George St @ Church St,85.71
15205,0,Church St S @ Carlisle St,Union Ave @ Church St S,100.93
15205,0,Union Ave @ Union Station,Union Ave @ Cinque Grn,53.58
15205,0,Union Ave @ Union Station,Union Ave @ Church St S,75.71
15205,0,Union Ave @ Meadow St,Union Ave @ 49 Union Ave,97.96
15205,0,Union Ave @ 49 Union Ave,Union Ave @ Cinque Grn,112.54
15205,0,Union Ave @ Cinque Grn,Union Ave @ Church St S,124.19
15205,0,Spring St @ Liberty St,Spring St @ Cedar St,72.69
15205,0,Spring St @ Howard Ave,Howard Ave @ Putnam St,108.6
15205,1,Union Ave @ opp 49 Union Ave,Union Ave @ Meadow St,97.83
15205,1,Church St @ Crown St,Church St @ Center St,41.44
15205,1,Church St @ Center St,Chapel St @ Church St,110.51
15205,1,Church St @ Chapel St,Chapel St @ Church St,40.46
15205,1,Church St @ Chapel St,Chapel St @ Temple St,101.94
15205,1,Chapel St @ Church St,Chapel St @ Temple St,67.2
15205,1,Columbus Ave @ Cedar St,Columbus Ave @ Liberty St,116.68
15206,0,State St @ Crown St,State St @ George St,55.24
15206,0,Sargent Dr @ Hallock Ave,Fifth St @ Howard Ave,113.51
15206,0,Sargent Dr @ Hallock Ave,Hallock Ave @ opp 4th St,118.91
15206,0,Fifth St @ Howard Ave,Howard Ave @ 5th St,26.46
15206,0,Hallock Ave @ Lamberton St,Lamberton St @ Howard Ave,111.64
15206,1,S Water St @ Sound School,S Water St @ Sea St,65.23
15206,1,Howard Ave @ Sea St,Howard Ave @ 6th St,88.51
15206,1,Howard Ave @ 6th St,Howard Ave @ 5th St,122.82
15206,1,Howard Ave @ 5th St,Fifth St @ opp Hallock Ave,97.08
15206,1,Howard Ave @ 5th St,Howard Ave @ 5th St,64.65
15206,1,Church St @ Center St,Chapel St @ Church St,110.51
15206,1,Church St @ Center St,Church St @ Crown St,41.44
15206,1,Church St @ Chapel St,Chapel St @ Church St,40.46
15206,1,Fifth St @ opp Hallock Ave,Howard Ave @ 5th St,114.85
15206,1,Hallock Ave @ Lamberton St,Lamberton St @ Howard Ave,111.64
15206,1,Chapel St @ Church St,Chapel St @ Orange St,87.55
15207,0,Grove St @ Whitney Ave,Church St @ Grove St,31.35
15208,0,E Grand Ave @ Lenox St,E Grand Ave @ Lexington Ave,91.49
15208,0,Clifton St @ Eastern  St,Eastern St @ Marie St,120.28
15208,0,Eastern St @ Bella Vista Dr,Bella Vista Dr @ Building B,116.23
15208,1,Bella Vista Dr @ Building B,Bella Vista Dr @ Eastern St,104.47
15209,0,N Colony St @ opp Rembert St,N Cherry St @ Wallingford RR Stn,101.6
15215,1,South St @ Willis St,South St @ Seymour St,113.74
15215,1,E Main St @ Crown St,E Main St @ Hough St,121.49
15216,0,John Dempsey Hospital @ Main Entrance,UConn Health Blvd @ Academic Way,113.49
15216,1,UCONN Health Blvd @ The Jackson Laboratory,UConn Health Blvd @ Pond,46.57
15217,0,CTfastrak Newington Jct Stn @ Bus Stop D,Willard Ave @ W Hill Rd,93.62
15217,0,Willard Ave @ River Camp Dr,Willard Ave @ Camp Ave,77.16
15217,0,Willard Ave @ Camp Ave,Willard Ave @ Rosemary Ln,113.43
15217,0,Robbins Ave @ Florence St,Robbins Ave @ Valentine St,105.76
15217,0,Robbins Ave @ Valentine St,Robbins Ave @ Parker St,106.77
15217,0,Robbins Ave @ Parker St,Robbins Ave @ Basswood St,77.04
15217,1,Robbins Ave @ opp Basswood St,Robbins Aave @ opp Parker St,77.26
15217,1,Robbins Aave @ opp Parker St,Robbins Ave @ opp Valentine St,106.77
15217,1,Willard Ave @ Camp Ave,Willard Ave @ Stoddard Ave,77.15
15217,1,Willard Ave @ W Hill Rd,CTfastrak Newington Jct Stn @ Bus Stop C,72.79
15218,0,New Park Ave @ opp CTFastrak,New Britain Ave @ New Park Ave,103.15
15218,0,Hartford Rd @ Panerra Bread,Hartford Rd @ Aspen Dental,110.73
15218,1,New Britain Ave @ opp Shadow Ln,New Britain Ave @ opp Bramley Rd,114.26
15220,0,Village Square Dr @ Corbins Park & Ride Lot,VILLAGE SQ PARK & RIDE LOT,71.37
15220,0,Village Square Dr @ Corbins Park & Ride Lot,Hartford Rd @ Village Square Dr,111.68
15220,0,VILLAGE SQ PARK & RIDE LOT,Village Square Dr @ opp Normandy Heights,113.32
15220,0,VILLAGE SQ PARK & RIDE LOT,Village Square Dr @ Normandy Heights,97.34
15220,0,Village Square Dr @ opp Normandy Heights,Village Square Dr @ Normandy Heights,41.5
15220,0,Stanley St @ Francis St,Paul Manafort Dr @ Parking Lot D,91.47
15220,0,Jordan Ln @ Goodwin Ave,Jordan Ln @ Albert Ave,100.35
15220,1,Jordan Ln @ Silas Deane Hwy,Jordan Ln @ McMullen Ave,96.48
15220,1,Jordan Ln @ opp Albert Ave,Jordan Ln @ opp Goodwin Ave,83.5
15220,1,Village Square Dr @ Corbins Park & Ride Lot,VILLAGE SQ PARK & RIDE LOT,71.37
15220,1,VILLAGE SQ PARK & RIDE LOT,Village Square Dr @ opp Normandy Heights,113.32
15220,1,VILLAGE SQ PARK & RIDE LOT,Village Square Dr @ Normandy Heights,97.34
15220,1,Village Square Dr @ opp Normandy Heights,Village Square Dr @ Normandy Heights,41.5
15221,0,Cottage Grove Rd @ Cottage Grove Cir,Cottage Grove Rd @ Lincoln Terr,103.81
15221,0,Albany Ave @ Northmoor Rd,Albany Ave @ opp Bainton Rd,123.26
15221,0,Park Rd @ Whiting Ln,Oakwood Ave @ Park Rd,111.03
15221,0,Kane St @ New Park Ave,New Park Ave @ Kane St,26.85
15221,0,CTfastrak Kane St Stn @ Parking Lot,New Park Ave @ Kane St,117.86
15221,0,New Park Ave @ Layton St,New Park Ave @ Foley St,105.2
15221,1,New Park Ave @ opp Foley St,New Park Ave @ Layton St,94.12
15221,1,New Park Ave @ opp Kane St,CTfastrak Kane St Stn @ Parking Lot,96.54
15221,1,New Park Ave @ opp Kane St,Kane St @ New Park Ave,74.97
15221,1,Park Rd @ S Main St,S Main St @ Thomson Rd,104.64
15221,1,Albany Ave @ opp Norwood Rd,Albany Ave @ opp Colony Rd,76.68
15221,1,Cottage Grove Rd @ Opp 580 Cottage Grove Rd,Cottage Grove Rd @ Northwestern Dr,96.63
15222,0,Ashley St @ Woodland St,Ashley St @ opp 234 Ashley St,107.96
15222,0,Ashley St @ opp 234 Ashley St,Ashley St @ Atwood St,80.14
15222,0,Jefferson St @ Opp Hudson St,Jefferson St @ 19 Jefferson St,124.6
15222,1,Woodland St @ Saint Francis Cancer Ctr,Woodland St @ Collins St,95.65
15223,0,Poquonock Ave @ opp Spring St,Poquonock Ave @ opp Loomis Ave,96.13
15223,0,Ella Grasso Tpke @ Halfway House Rd,Ella Grasso Tpke @ Corporate Dr,112.86
15223,0,Schoephoester Rd @ Hertz Car,Schoephoester Rd @ opp Hertz Car,85.54
15223,0,Schoephoester Rd @ Postal Rd,Schoephoester Rd @ The Parking Spot,28.23
15223,1,Ella Grasso Tpke @ Opp Chirnside Rd,Ella Grasso Tpke @ Opp Spring St,116.37
15223,1,Schoephoester Rd @ Hertz Car,Schoephoester Rd @ opp Hertz Car,85.54
15223,1,Schoephoester Rd @ Postal Rd,Schoephoester Rd @ The Parking Spot,28.23
15223,1,Poquonock Ave @ Loomis Ave,Poquonock Ave @ Spring St,114.09
15224,0,Pearl St @ Ann Uccello St,Pearl St @ Trumbull St,106.61
15224,0,Pearl St @ Trumbull St,Pearl St @ Lewis St,91.68
15224,0,Ella Grasso Tpke @ Halfway House Rd,Ella Grasso Tpke @ Corporate Dr,112.86
15225,0,Park St @ Hudson St,Park St @ Wadsworth St,97.71
15225,0,Park St @ Babcock St,Park St @ Putnam St,106.55
15225,0,Park St @ Opp Zion St,Park St @ Park Ter,112.52
15225,0,New Park Ave @ Layton St,New Park Ave @ Foley St,105.2
15225,0,New Park Ave @ Flatbush Ave,New Park Ave @ Flatbush Ave,28.57
15225,0,New Park Ave @ Jefferson Ave,New Park Ave @ opp Jefferson Ave,27.03
15225,1,New Park Ave @ opp Foley St,New Park Ave @ Layton St,94.12
15225,1,Park St @ Zion St,Park St @ Putnam St,113.58
15225,1,Park St @ Putnam St,Park St @ Affleck St,109.53
15226,0,Pleasant St @ Windsor St,Windsor St @ Pleasant St,30.39
15226,0,Windsor St @ 818 Windsor St,Windsor St @ Boce Barlow Way,118.88
15226,0,Windsor St @ Boce Barlow Way,Main St @ Windsor St,113.93
15226,0,Main St @ opp Cleveland Ave,Main St @ opp Montville St,104.55
15226,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3
15226,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52
15226,0,Windsor Ave @ Wilson Ave,Bina Ave @ Windsor Ave,86.91
15226,0,Windsor Ave @ Hopewell Baptist Church,Bina Ave @ Windsor Ave,112.6
15226,0,Windsor Ave @ Corey St,Windsor Ave @ Skitchewaug St,123.02
15226,0,Windsor Ave @ Skitchewaug St,Windsor Ave @ E Barber St,117.43
15226,0,Windsor Ave @ opp E Wolcott Ave,Windsor Ave @ Deerfield Rd,56.75
15226,0,Deerfield Rd @ Colton St,Deerfield Rd @ Portman St,109.05
15226,0,Windsor Ave @ opp Park Ave,Windsor Ave @ opp Hillcrest Rd,106.75
15226,0,Bloomfield Ave @ Dunfey Ln,Mountain Rd @ Bloomfield Ave,102.13
15226,0,Bloomfield Ave @ Dunfey Ln,Mountain Rd @ Bloomfield Ave,84.25
15226,0,Mountain Rd @ Bloomfield Ave,Mountain Rd @ Bloomfield Ave,22.4
15226,0,Poquonock Ave @ opp Spring St,Poquonock Ave @ opp Loomis Ave,96.13
15226,0,Bina Ave @ Windsor Ave,Bina Ave @ Becker Cir,73.84
15226,0,Matianuck Ave @ opp Washington Rd,Matianuck Ave @ 720 Matianuck Ave,119.45
15226,0,Matianuck Ave @ 796 Matianuck Ave,Matianuck Ave @ Delilah Dr,105.12
15226,0,Matianuck Ave @ opp Dudley Town Rd,Mountain Rd @ Matianuck Ave,117.63
15226,1,Mountain Rd @ Bloomfield Ave,Mountain Rd @ Bloomfield Ave,22.4
15226,1,Mountain Rd @ Bloomfield Ave,Bloomfield Ave @ Advo,74.3
15226,1,Matianuck Ave @ Donna Ln,Matianuck Ave @ Opp Kimberly Dr,122.85
15226,1,Matianuck Ave @ opp Delilah Dr,Matianuck Ave @ 789 Matianuck Ave,123.57
15226,1,Matianuck Ave @ 715 Matianuck Ave,Matianuck Ave @ Washington Rd,81.65
15226,1,Bina Ave @ Opp Becker Cir,Bina Ave @ Windsor Ave,88.57
15226,1,Bina Ave @ Opp Becker Cir,Windsor Ave @ Olga Ave,104.2
15226,1,Bina Ave @ Opp Becker Cir,Windsor Ave @ 275 Windsor Ave,112.27
15226,1,Bina Ave @ Windsor Ave,Windsor Ave @ Olga Ave,28.91
15226,1,Bina Ave @ Windsor Ave,Windsor Ave @ 275 Windsor Ave,47.64
15226,1,Windsor Ave @ Olga Ave,Windsor Ave @ 275 Windsor Ave,71.72
15226,1,Windsor Ave @ Norman Ave,Service For The Blind @ Windsor Ave,60.35
15226,1,Windsor St @ Sanford St,Windsor St @ Loomis St,96.67
15226,1,Poquonock Ave @ Loomis Ave,Poquonock Ave @ Spring St,114.09
15226,1,Central St @ Broad St,Mechanic St @ R R Station,121.81
15226,1,Mechanic St @ R R Station,Mechanic St @ Park & Ride Lot,117.57
15226,1,Windsor Ave @ Faneuil St,Windsor Ave @ Package Store,94.07
15226,1,Mountain Rd @ Bloomfield Ave,Bloomfield Ave @ Advo,53.3
15227,0,Park St @ Hudson St,Park St @ Wadsworth St,97.71
15227,0,Park St @ Babcock St,Park St @ Putnam St,106.55
15227,0,Park St @ Opp Zion St,Park St @ Park Ter,112.52
15227,0,Park St @ Prospect Ave,Park Rd @ Warren Ter,98.85
15227,1,Park St @ Zion St,Park St @ Putnam St,113.58
15227,1,Park St @ Putnam St,Park St @ Affleck St,109.53
15229,0,Day Hill Rd @ Marshall Phelps Rd,Day Hill Rd @ Marshall Phelps Rd,113.5
15229,0,Pleasant St @ Windsor St,Windsor St @ Pleasant St,30.39
15229,0,Windsor St @ 818 Windsor St,Windsor St @ Boce Barlow Way,118.88
15229,0,Windsor St @ Boce Barlow Way,Main St @ Windsor St,113.93
15229,0,Main St @ opp Cleveland Ave,Main St @ opp Montville St,104.55
15229,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3
15229,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52
15229,0,Windsor Ave @ Corey St,Windsor Ave @ Skitchewaug St,123.02
15229,0,Windsor Ave @ Skitchewaug St,Windsor Ave @ E Barber St,117.43
15229,0,Windsor Ave @ opp E Wolcott Ave,Windsor Ave @ Deerfield Rd,56.75
15229,0,Windsor Ave @ Deerfield Rd,Windsor Ave @ Putnam Hwy,82.5
15229,0,Windsor Ave @ opp Park Ave,Windsor Ave @ opp Hillcrest Rd,106.75
15229,0,Poquonock Ave @ opp Spring St,Poquonock Ave @ opp Loomis Ave,96.13
15229,1,Waterside Crossing @ Waterside Crossing Building 2,Waterside Crossing @ Waterside Crossing Building 1,121.74
15229,1,Waterside Crossing @ Waterside Crossing Building 1,Blue Hills Ave  Ext @ Eversource,119.93
15229,1,Lamberton Rd @ Day Hill Rd,Day Hill Rd @ Lamberton Rd,26.27
15229,1,Poquonock Ave @ Loomis Ave,Poquonock Ave @ Spring St,114.09
15229,1,Central St @ Broad St,Mechanic St @ R R Station,121.81
15229,1,Mechanic St @ R R Station,Mechanic St @ Park & Ride Lot,117.57
15229,1,Windsor Ave @ Faneuil St,Windsor Ave @ Package Store,94.07
15229,1,Windsor Ave @ 275 Windsor Ave,Windsor Ave @ Olga Ave,71.72
15229,1,Windsor St @ Sanford St,Windsor St @ Loomis St,96.67
15230,0,Washington St @ Madison St,Washington St @ Lincoln St,123.72
15230,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43
15230,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21
15230,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66
15230,0,New Britain Ave @ opp Cumberland St,New Britain Ave @ Stone St,98.35
15230,0,New Britain Ave @ opp Cumberland St,Stone St @ Broadview Ter,124.41
15230,0,New Britain Ave @ Stone St,Stone St @ Broadview Ter,65.88
15230,1,New Britain Ave @ Cumberland St,New Britain Ave @ Fire Station,113.94
15230,1,New Britain Ave @ Washington St,Washington St @ opp Colonial St,67.64
15230,1,Washington St @ opp Colonial St,Washington St @ opp Brownell Ave,79.53
15231,0,Leibert Rd @ Valenti Auto,CTtransit @ Administration Building,89.54
15231,1,Central Row @ Main St,Main St @ Asylum St,99.45
15232,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43
15232,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21
15232,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66
15232,0,New Britain Ave @ opp Cumberland St,New Britain Ave @ Stone St,98.35
15232,0,New Britain Ave @ Clermont St,New Britain Ave @ Giddings St,113.56
15232,0,New Britain Ave @ Giddings St,New Britain Ave @ opp Goshen St,109.14
15232,0,New Britain Ave @ opp Shield St,New Britain Ave @ Pep Boys,110.53
15232,0,New Britain Ave @ Pep Boys,New Britain Ave @ opp South St,100.01
15232,1,New Britain Ave @ South St,New Britain Ave @ NAPA Auto Parts,88.92
15232,1,New Britain Ave @ NAPA Auto Parts,New Britain Ave @ Shield St,110.53
15232,1,New Britain Ave @ Goshen St,New Britain Ave @ Nepaug St,101.86
15232,1,New Britain Ave @ Cumberland St,New Britain Ave @ Fire Station,113.94
15232,1,New Britain Ave @ Washington St,Washington St @ opp Colonial St,67.64
15232,1,Washington St @ opp Colonial St,Washington St @ opp Brownell Ave,79.53
15232,1,Retreat Ave @ 100 Retreat Ave,Retreat Ave @ Maple Ave,106.73
15232,1,New Britain Ave @ opp Shadow Ln,New Britain Ave @ opp Bramley Rd,114.26
15233,0,Main St @ opp 2447 Main St,Main St @ opp Westland St,107.73
15233,0,Main St @ opp Earle St,Main St @ Opp Kensington St,119.97
15233,0,Main St @ opp Cleveland Ave,Main St @ opp Montville St,104.55
15233,0,Main St @ CT Works Career Ctr,Windsor Ave @ Sunset St,88.3
15233,0,Windsor Ave @ Sunset St,Windsor Ave @ Violet St,106.52
15233,0,Windsor Ave @ Meadow Rd,DSS @ Meadow Rd,110.83
15233,0,Windsor Ave @ Corey St,Wilson Park & Ride Lot @ Corey St,82.66
15233,1,Wilson Park & Ride Lot @ Corey St,Windsor Ave @ Package Store,80.77
15233,1,Windsor Ave @ 275 Windsor Ave,Windsor Ave @ Olga Ave,71.72
15233,1,Main St @ Kensington St,Main St @ Earle St,85.04
15233,1,Main St @ Earle St,Main St @ Naugatuck St,107.99
15233,1,Main St @ Naugatuck St,Main St @ Westland St,83.6
15233,1,Main St @ Florence St,Main St @ Belden St,110.88
15234,0,Washington St @ Brownell Ave,Washington St @ Colonial St,90.43
15234,0,Washington St @ Colonial St,Washington St @ New Britain Ave,124.21
15234,0,New Britain Ave @ Forster St,New Britain Ave @ opp Cumberland St,107.66
15234,0,Newington Ave @ Stanwood St,Newington Ave @ Windham St,108.3
15234,0,Newington Ave @ Sprague St,Newington Ave @ Stafford St,62.3
15234,0,Newington Ave @ Stafford St,Newington Ave @ Bristol St,87.5
15234,0,Newington Ave @ Bristol St,Newington Ave @ Marion St,111.45
15234,0,Newington Ave @ Marion St,Newington Ave @ 300 Newington Ave,112.41
15234,0,Hartford Ave @ opp Thomas St,Hartford Ave @ Williamstown CT,114.65
15234,0,Main St @ Opp Hartford Ave,Main St @ Camp Ave,106.87
15234,0,Main St @ Opp Atwood St,Main St @ Opp Kirkham St,108.19
15234,0,Lowrey Pl @ Main St,Main St @ Bonair Ave,107.56
15234,0,Main St @ 1377 Main St,Main St @ Opp Centerwood Rd,97.27
15234,0,Main St @ Opp Goodale Dr,Main St @ Opp Cheney Ln,111.45
15234,0,Robbins Ave @ opp Basswood St,Robbins Aave @ opp Parker St,77.26
15234,0,Robbins Aave @ opp Parker St,Robbins Ave @ opp Valentine St,106.77
15234,0,Maple Hill Ave @ New Britain Ave,New Britain Ave @ Fairfield Ave,98.17
15234,0,New Britain Ave @ Fairfield Ave,New Britain Ave @ Eleanor Pl,75.28
15234,0,New Britain Ave @ Eleanor Pl,New Britain Ave @ Dartmouth Pl,75.35
15234,0,New Britain Ave @ Dartmouth Pl,New Britain Ave @ Clarendon Terr,79.08
15234,0,Newington Ave @ Childs St,Newington Ave @ Market St,120.52
15234,0,Market St @ Rhodes St,Jubilee St @ Market St,123.36
15234,0,Dwight St @ Stanley St,Stanley St @ opp Church St,96.94
15234,0,Stanley St @ opp Church St,Stanley St @ Chestnut St,107.95
15234,1,Stanley St @ Chestnut St,Stanley St @ Church St,100.65
15234,1,Dwight St @ Dwight Ct,Dwight St @ Fairview St,61.7
15234,1,Jubilee St @ Opp Market St,Market St @ Rhodes St,106.86
15234,1,New Britain Ave @ Clarendon Terr,New Britain Ave @ Dearborn Pl,116.03
15234,1,Robbins Ave @ Stuart St,Robbins Ave @ Frederick St,112.16
15234,1,Robbins Ave @ Frederick St,Robbins Ave @ Theodore St,98.52
15234,1,Robbins Ave @ Willard Ave,Robbins Ave @ Willard Ave,65.84
15234,1,Robbins Ave @ Florence St,Robbins Ave @ Valentine St,105.76
15234,1,Robbins Ave @ Valentine St,Robbins Ave @ Parker St,106.77
15234,1,Robbins Ave @ Parker St,Robbins Ave @ Basswood St,77.04
15234,1,Main St @ Cheney Ln,Main St @ Goodale Dr,98.4
15234,1,Main St @ Kirkham St,Main St @ Atwood St,115.16
15234,1,Main St @ Opp Camp Ave,Main St @ Hartford Ave,98.62
15234,1,Hartford Ave @ opp Williamstown Ct,Hartford Ave @ Thomas St,108.28
15234,1,Newington Ave @ opp Marion St,Newington Ave @ opp Bristol St,114.74
15234,1,Newington Ave @ opp Bristol St,Newington Ave @ opp Stafford St,91.21
